Time (fs)	,	Dipole 10A	,	Dipole 3A	,	3A-10A
348.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
348.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
348.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
348.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
348.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
349.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
349.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
349.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
349.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
349.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
350.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
350.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
350.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
350.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
350.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
351.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
351.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
351.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
351.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
351.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
352.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
352.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
352.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
352.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
352.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
353.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
353.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
353.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
353.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
353.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
354.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
354.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
354.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
354.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
354.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
355.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
355.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
355.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
355.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
355.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
356.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
356.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
356.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
356.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
356.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
357.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
357.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
357.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
357.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
357.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
358.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
358.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
358.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
358.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
358.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
359.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
359.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
359.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
359.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
359.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
360.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
360.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
360.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
360.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
360.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
361.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
361.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
361.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
361.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
361.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
362.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
362.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
362.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
362.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
362.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
363.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
363.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
363.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
363.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
363.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
364.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
364.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
364.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
364.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
364.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
365.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
365.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
365.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
365.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
365.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
366.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
366.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
366.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
366.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
366.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
367.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
367.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
367.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
367.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
367.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
368.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
368.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
368.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
368.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
368.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
369.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
369.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
369.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
369.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
369.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
370.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
370.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
370.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
370.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
370.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
371.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
371.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
371.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
371.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
371.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
372.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
372.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
372.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
372.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
372.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
373.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
373.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
373.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
373.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
373.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
374.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
374.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
374.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
374.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
374.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
375.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
375.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
375.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
375.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
375.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
376.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
376.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
376.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
376.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
376.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
377.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
377.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
377.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
377.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
377.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
378.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
378.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
378.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
378.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
378.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
379.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
379.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
379.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
379.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
379.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
380.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
380.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
380.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
380.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
380.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
381.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
381.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
381.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
381.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
381.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
382.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
382.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
382.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
382.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
382.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
383.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
383.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
383.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
383.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
383.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
384.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
384.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
384.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
384.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
384.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
385.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
385.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
385.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
385.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
385.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
386.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
386.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
386.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
386.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
386.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
387.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
387.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
387.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
387.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
387.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
388.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
388.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
388.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
388.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
388.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
389.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
389.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
389.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
389.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
389.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
390.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
390.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
390.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
390.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
390.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
391.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
391.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
391.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
391.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
391.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
392.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
392.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
392.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
392.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
392.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
393.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
393.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
393.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
393.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
393.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
394.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
394.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
394.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
394.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
394.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
395.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
395.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
395.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
395.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
395.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
396.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
396.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
396.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
396.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
396.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
397.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
397.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
397.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
397.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
397.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
398.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
398.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
398.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
398.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
398.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
399.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
399.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
399.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
399.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
399.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
400.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
400.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
400.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
400.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
400.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
401.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
401.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
401.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
401.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
401.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
402.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
402.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
402.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
402.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
402.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
403.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
403.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
403.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
403.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
403.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
404.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
404.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
404.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
404.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
404.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
405.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
405.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
405.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
405.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
405.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
406.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
406.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
406.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
406.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
406.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
407.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
407.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
407.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
407.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
407.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
408.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
408.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
408.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
408.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
408.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
409.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
409.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
409.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
409.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
409.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
410.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
410.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
410.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
410.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
410.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
411.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
411.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
411.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
411.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
411.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
412.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
412.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
412.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
412.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
412.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
413.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
413.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
413.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
413.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
413.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
414.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
414.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
414.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
414.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
414.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
415.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
415.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
415.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
415.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
415.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
416.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
416.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
416.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
416.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
416.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
417.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
417.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
417.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
417.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
417.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
418.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
418.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
418.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
418.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
418.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
419.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
419.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
419.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
419.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
419.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
420.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
420.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
420.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
420.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
420.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
421.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
421.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
421.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
421.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
421.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
422.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
422.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
422.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
422.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
422.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
423.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
423.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
423.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
423.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
423.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
424.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
424.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
424.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
424.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
424.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
425.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
425.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
425.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
425.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
425.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
426.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
426.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
426.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
426.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
426.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
427.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
427.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
427.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
427.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
427.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
428.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
428.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
428.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
428.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
428.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
429.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
429.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
429.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
429.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
429.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
430.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
430.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
430.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
430.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
430.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
431.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
431.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
431.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
431.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
431.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
432.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
432.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
432.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
432.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
432.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
433.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
433.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
433.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
433.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
433.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
434.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
434.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
434.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
434.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
434.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
435.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
